"income","sex","marital status","age","education","occupation","years in bay area","dual incomes","number in household","number of children","householder status","type of home","ethnic classification","language in home"
"[25,30)","male","cohabitation","18-24","college graduate","professional/managerial",">10","not married","1","0","rent","apartment","pacific islander","english"
"[50,75)","male","cohabitation","18-24","high school graduate","professional/managerial","4-6","yes","2","0","own","condominium","white","english"
"[15,20)","male","single","18-24","college (1-3 years)","professional/managerial",">10","not married","1","0","rent","condominium","pacific islander","english"
"[20,25)","female","single","25-34","college (1-3 years)","professional/managerial",">10","not married",NA,"0",NA,"house","white","english"
"[0,10)","female","single","14-17","grades 9-11","student","7-10","not married","3","1","live with parents/family","house","white","english"
"[15,20)","female","widowed","65+","college (1-3 years)","retired",">10","not married","1","0","rent","apartment","white","english"
"[0,10)","male","single","45-54","graduate study","unemployed",">10","not married","1","0","own","condominium","white","english"
"[0,10)","female","single","14-17","grade <9","student","4-6","not married","3","1","live with parents/family","house","black","english"
"[0,10)","female","single","14-17","grade <9","student",">10","not married","4","2","live with parents/family","house","white","english"
"[20,25)","female","divorced","35-44","college (1-3 years)","student",NA,"not married","2","1","own","house","white","english"
"[0,10)","male","single","14-17","grades 9-11","student",">10","not married","2","1","live with parents/family","condominium","white",NA
"[0,10)","male","single","14-17","grades 9-11","unemployed",">10","not married","4","2","live with parents/family","house","white","english"
"[20,25)","female","single","18-24","college (1-3 years)","professional/managerial",">10","not married","3","1","live with parents/family","house","white","english"
"[15,20)","female","married","35-44","high school graduate","clerical/service","<1","yes","3","1","rent","house","white","english"
"[40,50)","male","divorced","45-54","high school graduate","sales",">10","not married","1","0","own","house","black","english"
"[30,40)","male","divorced","45-54","high school graduate","laborer",">10","not married","1","0","rent",NA,"white","english"
"[40,50)","female","married","55-64","high school graduate","sales",">10","yes","3","0","own","house","white",NA
"[0,10)","female","widowed","65+","grade <9","homemaker",">10","not married",NA,"0",NA,"house","east indian","spanish"
"[50,75)","male","married","45-54","college (1-3 years)","professional/managerial",">10","no","3","1","own","house","white","english"
"[0,10)","male","single","14-17","grades 9-11","unemployed",">10","not married","2","1","live with parents/family","apartment","american indian","english"
"[25,30)","female","divorced","35-44","college (1-3 years)","professional/managerial",NA,"not married","2","1","rent","apartment","white","english"
"75+","female","married","25-34","college graduate","professional/managerial",">10","yes","3","1",NA,"apartment","black","english"
"[15,20)","female","single","18-24","high school graduate","clerical/service",">10","not married","1","0","rent","apartment","hispanic","english"
"[0,10)","female","single","14-17","grades 9-11","student",">10","not married","4","3","live with parents/family","house","black","english"
"[10,15)","female","divorced","35-44","college (1-3 years)","clerical/service",NA,"not married","4","3","rent","apartment","white","english"
"[30,40)","female","married","35-44","college (1-3 years)","professional/managerial","4-6","yes","4","2","own","house","white","english"
"[0,10)","female","single","14-17","grade <9","student",">10","not married","3","2","live with parents/family","condominium","black","english"
"[30,40)","female","married","35-44","high school graduate","clerical/service",">10","yes","4","2","own","house","black","english"
"[25,30)","female","widowed","55-64","college (1-3 years)","professional/managerial",">10","not married","5","0","own","house","white","english"
"[0,10)","male","single","14-17","grades 9-11","professional/managerial",">10","not married","3","1","live with parents/family","house","white","english"
"[0,10)","female","single","14-17","grade <9","student",">10","not married","3","3","live with parents/family","house","hispanic","english"
"[30,40)","female","single","18-24","college (1-3 years)","sales",">10","not married","9+","5","live with parents/family","house","hispanic","english"
"[40,50)","female","married","25-34","college (1-3 years)","sales",">10","yes","5","3","own","house","white","english"
"[40,50)","female","married","25-34","college graduate","professional/managerial",">10","yes","2","0","own","condominium","white","english"
"[40,50)","female","married","25-34","college (1-3 years)","professional/managerial",">10","yes","2","2","own","other","white","english"
"[0,10)","female","single","25-34","college graduate","student",NA,"not married",NA,"0","rent","apartment","hispanic",NA
"[0,10)","male","single","18-24","college (1-3 years)","student",NA,"not married",NA,"0","live with parents/family",NA,"white","english"
"[40,50)","male","cohabitation","25-34","graduate study","professional/managerial",">10","not married","2","0","rent","apartment","hispanic","spanish"
"[40,50)","female","married","35-44","college (1-3 years)","clerical/service",">10","yes","3","1","own","house","hispanic","english"
"[0,10)","male","single","14-17","grades 9-11","student",">10","not married","3","1","live with parents/family","house","white","english"
"[20,25)","female","single","25-34","college (1-3 years)","clerical/service",">10","not married","3","2","rent","apartment","black","english"
"75+","male","married","25-34","college (1-3 years)","professional/managerial",">10","no","4","2","own","house","black",NA
"[30,40)","male","married","35-44","high school graduate","professional/managerial",">10","yes","5","3","own","house","white","english"
"[50,75)","female","married","35-44","high school graduate","clerical/service",">10","yes","4","1","own","house","white","english"
"[50,75)","male","single","18-24","college (1-3 years)","student",">10","not married","4","1","live with parents/family","house","white","english"
"[20,25)","female","single","25-34","graduate study","professional/managerial","7-10","not married","2","0","live with parents/family","house","asian",NA
"[10,15)","female","divorced","55-64","college (1-3 years)","retired",">10","not married",NA,"0","rent","apartment","hispanic","english"
"[0,10)","female","single","14-17","grades 9-11","student",">10","not married","2","1","live with parents/family","house","black","english"
"[40,50)","female","married","55-64","college (1-3 years)","professional/managerial",">10","no","2","0","own","house","white","english"
"[20,25)","female","divorced","35-44","college graduate",NA,">10","not married","2","0","rent","apartment","hispanic",NA
"[30,40)","female","married","35-44","high school graduate","professional/managerial","1-3","yes","3","1","rent","apartment","white","english"
"[40,50)","female","single","25-34","college (1-3 years)","professional/managerial",">10","not married","1","0","rent","condominium","white","english"
"[30,40)","female","married","35-44","college (1-3 years)","clerical/service","7-10","yes","3","1","rent","apartment","black","english"
"[15,20)","female","divorced","25-34","high school graduate","military","1-3","not married","1","0","rent","apartment","white",NA
